url
https://static.thehoneycombers.com/wp-content/uploads/sites/2/2020/08/Tampines-Street-42-unique-hdb-blocks.png
https://www.panoramic.jason.photography/wp-content/uploads/2018/10/singapore-hdb-scaled-2000x666.jpg
https://upload.wikimedia.org/wikipedia/commons/d/d3/HDB_flats_in_Singapore_2.jpg
https://framerusercontent.com/images/dpKKDV5alJh8s6Rznu9I3tLFe4.jpg
